상품명,URL,상세정보
김명희의우리애들반찬 순수 소고기 뭇국 170g (1개) : 다나와 가격비교,https://prod.danawa.com/info/?pcode=75076757&cate=16249098,"제조회사:푸드트리 김명희의우리애들반찬/품목:아기국/최소연령:12개월~/종류:국/용량:170g/수량(개수):170g x 1개/재료:무,소고기,참기름,한우사골농축분말/인증:적합성평가인증,안전확인인증/등록년월일:2015년 12월"
엘빈즈 한우듬뿍 완료기 6팩세트 (1세트) : 다나와 가격비교,https://prod.danawa.com/info/?pcode=96988469&cate=16249098,"제조회사:엘빈즈/품목:수제이유식/인증:적합성평가인증,안전확인인증/등록년월일:2023년 03월"
매일유업 맘마밀 안심이유식 가리비와 두부 100g (10개) : 다나와 가격비교,https://prod.danawa.com/info/?pcode=21210932&cate=16249098,"제조회사:매일유업/품목:레토르트이유식/포장용기:파우치/최소연령:12개월~/용량:100g/수량(개수):10개/재료:이천쌀,가리비,참치,두부,당근,양파,브로콜리,무/인증:적합성평가인증,안전확인인증/등록년월일:2016년 02월"
광천김 핑크퐁 아기상어 키즈 조미김 2g (10개) : 다나와 가격비교,https://prod.danawa.com/info/?pcode=54969299&cate=16249098,"제조회사:광천김/품목:반찬/종류:김/용량:2g/수량(개수):10개/표시기준분량:2g/열량:10kcal/탄수화물:1g미만/탄수화물(%):0%/당류:0g/단백질:0g/단백질(%):1%/지방:1g/지방(%):1%/포화지방:0g/포화지방(%):0%/트랜스지방:0g/트랜스지방(%):0%/콜레스테롤:0mg/콜레스테롤(%):0%/나트륨:30mg/나트륨(%):1%/원산지:국내산/보관방식:상온/인증:적합성평가인증,안전확인인증/인증정보:HACCP인증/등록년월일:2023년 05월"
김명희의우리애들반찬 연어 채소조림 80g (1개) : 다나와 가격비교,https://prod.danawa.com/info/?pcode=75076784&cate=16249098,"제조회사:푸드트리 김명희의우리애들반찬/품목:반찬/최소연령:15개월~/용량:80g/수량(개수):80g x 1개/재료:감자,양배추,참깨미소소스,올리고당,양파,마늘,볶음참깨,연어,브로콜리/인증:적합성평가인증,안전확인인증/등록년월일:2015년 12월"
매일유업 맘마밀 안심이유식 아스파라거스와 닭가슴살 100g (1개) : 다나와 가격비교,https://prod.danawa.com/info/?pcode=21211730&cate=16249098,"제조회사:매일유업/품목:레토르트이유식/포장용기:파우치/최소연령:12개월~/용량:100g/수량(개수):1개/인증:적합성평가인증,안전확인인증/등록년월일:2017년 08월"
매일유업 맘마밀 안심이유식 표고버섯과 소고기 100g (10개) : 다나와 가격비교,https://prod.danawa.com/info/?pcode=21210872&cate=16249098,"제조회사:매일유업/품목:레토르트이유식/포장용기:파우치/최소연령:12개월~/용량:100g/수량(개수):10개/재료:이천쌀,소고기,표고버섯,양파,당근,양송이버섯,감자,브로콜리/보관방식:상온/인증:적합성평가인증,안전확인인증/등록년월일:2016년 02월"
아이배냇 무항생제 사골곰탕 200g (1개) : 다나와 가격비교,https://prod.danawa.com/info/?pcode=21214400&cate=16249098,"제조회사:아이배냇/품목:아기국/용량:200g/수량(개수):1개/표시기준분량:200g/열량:50kcal/탄수화물:0g/탄수화물(%):0%/당류:0g/단백질:5g/단백질(%):9%/지방:3.4g/지방(%):6%/포화지방:1.4g/포화지방(%):9%/트랜스지방:0g/콜레스테롤:5mg/콜레스테롤(%):2%/나트륨:210mg/나트륨(%):11%/인증:적합성평가인증,안전확인인증/인증정보:HACCP인증/등록년월일:2019년 02월"
아이배냇 순한덮밥소스 순한짜장 50g (1개) : 다나와 가격비교,https://prod.danawa.com/info/?pcode=21211805&cate=16249098,"제조회사:아이배냇/품목:양념/포장용기:파우치/최소연령:12개월~/종류:덮밥소스/無첨가:L-글루탐산나트륨,향/보관방식:상온/인증:적합성평가인증,안전확인인증/인증정보:HACCP인증/등록년월일:2017년 03월"
베이비본죽 한우 참깨 애호박죽 180g (2개) : 다나와 가격비교,https://prod.danawa.com/info/?pcode=21231416&cate=16249098,"제조회사:순수본 베이비본죽/품목:레토르트이유식/최소연령:9개월~/형태:죽/원산지:국내산/보관방식:상온/인증:적합성평가인증,안전확인인증/인증정보:HACCP인증/등록년월일:2022년 03월"
매일유업 맘마밀 안심이유식 미역과 소고기 100g (10개) : 다나와 가격비교,https://prod.danawa.com/info/?pcode=21210983&cate=16249098,"제조회사:매일유업/품목:레토르트이유식/포장용기:파우치/최소연령:9개월~/용량:100g/수량(개수):100g x 10개/재료:이천쌀,소고기,당근,감자,양파,무,건미역,단호박/보관방식:상온/인증:적합성평가인증,안전확인인증/등록년월일:2016년 02월"
남양유업 맘스쿠킹 소고기 순두부전골 진밥 100g (10개) : 다나와 가격비교,https://prod.danawa.com/info/?pcode=21231233&cate=16249098,"제조회사:남양유업/품목:레토르트이유식/포장용기:파우치/최소연령:12개월~/형태:진밥/원산지:국내산/보관방식:상온/인증:적합성평가인증,안전확인인증/인증정보:HACCP인증/등록년월일:2022년 03월"
베리쿡 순한 맛간장 250ml (1개) : 다나와 가격비교,https://prod.danawa.com/info/?pcode=96855638&cate=16249098,"제조회사:베리쿡/품목:양념/최소연령:12개월~/용량:250ml/보관방식:냉장/인증:적합성평가인증,안전확인인증/등록년월일:2025년 08월"
남양유업 맘스쿠킹 전복과 표고버섯 100g (10개) : 다나와 가격비교,https://prod.danawa.com/info/?pcode=21219005&cate=16249098,"제조회사:남양유업/품목:레토르트이유식/포장용기:파우치/최소연령:9개월~/용량:100g/수량(개수):10개/원산지:국내산/보관방식:상온/인증:적합성평가인증,안전확인인증/인증정보:HACCP인증/등록년월일:2018년 02월"
남양유업 맘스쿠킹 닭고기시금치카레 140g (10개) : 다나와 가격비교,https://prod.danawa.com/info/?pcode=62572253&cate=16249098,"제조회사:남양유업/품목:레토르트이유식/최소연령:15개월~/용량:140g/보관방식:상온/인증:적합성평가인증,안전확인인증/인증정보:HACCP인증/등록년월일:2024년 08월"
일동후디스 트루맘 영양식 모음 비오타민/초유밀 산양/스마트D : 다나와 가격비교,https://prod.danawa.com/info/?pcode=52481246&cate=16249098,"제조회사:일동후디스/인증:적합성평가인증,안전확인인증/등록년월일:2024년 03월"
베베쿡 처음먹는 어린이 김자반 오리지널 25g (4개) : 다나와 가격비교,https://prod.danawa.com/info/?pcode=21211742&cate=16249098,"제조회사:베베쿡/품목:반찬/최소연령:12개월~/종류:김자반/용량:25g/수량(개수):1개/인증:적합성평가인증,안전확인인증/등록년월일:2017년 08월"
베베쿡 처음먹는 단호박 퓨레 80g (8개) : 다나와 가격비교,https://prod.danawa.com/info/?pcode=21225722&cate=16249098,"제조회사:베베쿡/포장용기:파우치/최소연령:12개월~/용량:80g/수량(개수):8개/無첨가:설탕,보존료,색소,물/재료:원물100%/보관방식:상온/인증:적합성평가인증,안전확인인증/인증정보:HACCP인증/등록년월일:2021년 01월"
아이배냇 베베 이유식 육수비법 해물 16g (3개) : 다나와 가격비교,https://prod.danawa.com/info/?pcode=21215738&cate=16249098,"제조회사:아이배냇/최소연령:6개월~/용량:16g/수량(개수):16g x 3개/재료:해물육수/인증:적합성평가인증,안전확인인증/등록년월일:2019년 09월"
질마재농장 유기농 찹쌀가루 1단계 200g (1개) : 다나와 가격비교,https://prod.danawa.com/info/?pcode=21212015&cate=16249098,"제조회사:질마재농장/용량:200g/수량(개수):1개/보관방식:상온/인증:적합성평가인증,안전확인인증/등록년월일:2017년 12월"
베베쿡 처음먹는 어린이김 황금참깨 1.7g (40개) : 다나와 가격비교,https://prod.danawa.com/info/?pcode=21229055&cate=16249098,"제조회사:베베쿡/품목:반찬/용량:1.7g/수량(개수):40개/인증:적합성평가인증,안전확인인증/등록년월일:2021년 11월"
매일유업 맘마밀 안심밥상 전복 모듬채소진밥 140g (10개) : 다나와 가격비교,https://prod.danawa.com/info/?pcode=21215393&cate=16249098,"제조회사:매일유업/품목:레토르트이유식/포장용기:파우치/최소연령:15개월~/형태:진밥/용량:140g/수량(개수):10개/보관방식:상온/인증:적합성평가인증,안전확인인증/등록년월일:2019년 09월"
베베쿡 중기 이유식 한우사과죽 220g (1개) : 다나와 가격비교,https://prod.danawa.com/info/?pcode=78850613&cate=16249098,"제조회사:베베쿡/품목:레토르트이유식/인증:적합성평가인증,안전확인인증/등록년월일:2025년 03월"
루솔 프리미엄 이유식 죽 1팩 / 20+2팩 증정 : 다나와 가격비교,https://prod.danawa.com/info/?pcode=27470312&cate=16249098,"제조회사:에코패밀리 루솔/인증:적합성평가인증,안전확인인증/등록년월일:2023년 08월"
베이비본죽 한우 야채 진밥 180g (1개) : 다나와 가격비교,https://prod.danawa.com/info/?pcode=21231506&cate=16249098,"제조회사:순수본 베이비본죽/품목:레토르트이유식/최소연령:12개월~/형태:진밥/원산지:국내산/보관방식:상온/인증:적합성평가인증,안전확인인증/인증정보:HACCP인증/등록년월일:2022년 03월"
아이배냇 순한덮밥소스 순한카레 50g (20개) : 다나와 가격비교,https://prod.danawa.com/info/?pcode=21213548&cate=16249098,"제조회사:아이배냇/품목:양념/포장용기:파우치/최소연령:12개월~/종류:덮밥소스/無첨가:L-글루탐산나트륨,향/보관방식:상온/인증:적합성평가인증,안전확인인증/인증정보:HACCP인증/등록년월일:2017년 02월"
베베쿡 쌀가루 중기1 20g x 10포 (1개) : 다나와 가격비교,https://prod.danawa.com/info/?pcode=21213311&cate=16249098,"제조회사:베베쿡/최소연령:6개월~/용량:20g/수량(개수):1개/보관방식:상온/인증:적합성평가인증,안전확인인증/등록년월일:2018년 03월"
광천김 핑크퐁 오가닉 줄줄이 키즈김 36g (1개) : 다나와 가격비교,https://prod.danawa.com/info/?pcode=74974781&cate=16249098,"제조회사:광천김/품목:반찬/포장용기:파우치/종류:김/용량:1.5g/개수:24봉/수량(개수):1개/표시기준분량:1.5g/열량:8kcal/탄수화물:0g/탄수화물(%):0%/당류:0g/단백질:0g/단백질(%):0%/지방:0g/지방(%):0%/포화지방:0g/포화지방(%):0%/트랜스지방:0g/트랜스지방(%):0%/콜레스테롤:0mg/콜레스테롤(%):0%/나트륨:10mg/나트륨(%):1%/재료:김,카놀라유,가공소금,해조칼슘,DHA분말/원산지:국내산/보관방식:상온/인증:적합성평가인증,안전확인인증/인증정보:HACCP인증/등록년월일:2025년 01월"
푸드케어 클레 후기2 이유식 정기배송 12회 한우시금치죽+연두부감자죽+대구살연두부다시마무른밥+한우수수배죽+브로컬리새우죽+흰콩무른밥 : 다나와 가격비교,https://prod.danawa.com/info/?pcode=71785958&cate=16249098,"제조회사:푸드케어/품목:수제이유식/인증:적합성평가인증,안전확인인증/등록년월일:2024년 11월"
짱죽 안심짜장소스 100g[1개] : 다나와 가격비교,https://prod.danawa.com/info/?pcode=30135080&cate=16249098,"제조회사:짱죽/품목:양념/최소연령:12개월~/용량:100g/수량(개수):1개/인증:적합성평가인증,안전확인인증/등록년월일:2023년 08월"
짱죽 중기 9개월부터 이유식 연어브로콜리죽 200g 1개 혼합맛 연어/브로콜리 : 다나와 가격비교,https://prod.danawa.com/info/?pcode=52076279&cate=16249098,"제조회사:짱죽/인증:적합성평가인증,안전확인인증/등록년월일:2023년 08월"
짱죽 중기 9개월부터 이유식 영양닭죽 200g 1개 닭 : 다나와 가격비교,https://prod.danawa.com/info/?pcode=37830749&cate=16249098,"제조회사:짱죽/인증:적합성평가인증,안전확인인증/등록년월일:2023년 08월"
루솔 루솔 4단계 한우 불고기 180g (1개) : 다나와 가격비교,https://prod.danawa.com/info/?pcode=32049713&cate=16249098,"제조회사:루솔/품목:레토르트이유식/최소연령:13개월~/형태:아기밥/용량:180g/수량(개수):1개/표시기준분량:180g/열량:182kcal/탄수화물:38g/탄수화물(%):25%/당류:0g/단백질:5g/단백질(%):14%/지방:1.2g/지방(%):4%/포화지방:0.5g/포화지방(%):3%/트랜스지방:0g/트랜스지방(%):0%/콜레스테롤:3mg/콜레스테롤(%):1%/나트륨:43mg/나트륨(%):5%/인증:적합성평가인증,안전확인인증/등록년월일:2023년 08월"
푸드케어 유리병이유식 HACCP 초기2 : 다나와 가격비교,https://prod.danawa.com/info/?pcode=25962182&cate=16249098,"제조회사:푸드케어/인증:적합성평가인증,안전확인인증/등록년월일:2023년 03월"
루솔 유아식 6단계 후기반찬 한우국 세트 냉장 671번 진한 한우무국 672번 한우 청국장 679번 한우 시금치 된장국 1세트 : 다나와 가격비교,https://prod.danawa.com/info/?pcode=25960019&cate=16249098,"제조회사:루솔/인증:적합성평가인증,안전확인인증/등록년월일:2022년 12월"
푸드트리 A61 소고기토마토스튜 150g (1개) : 다나와 가격비교,https://prod.danawa.com/info/?pcode=25956818&cate=16249098,"제조회사:푸드트리/품목:반찬/종류:스튜/용량:150g/수량(개수):1개/표시기준분량:150g/열량:89kcal/탄수화물:14g/탄수화물(%):4%/당류:7g/단백질:4g/단백질(%):8%/지방:1.9g/지방(%):4%/포화지방:0.9g/포화지방(%):6%/트랜스지방:0g/트랜스지방(%):0%/콜레스테롤:3mg/콜레스테롤(%):1%/나트륨:274mg/나트륨(%):14%/인증:적합성평가인증,안전확인인증/인증정보:HACCP인증/등록년월일:2021년 06월"
아이얌 아기밀 바나나사과배 퓨레 100g (10개) : 다나와 가격비교,https://prod.danawa.com/info/?pcode=60180578&cate=16249098,"제조회사:일동후디스/품목:레토르트이유식/포장용기:파우치/최소연령:12개월~/용량:100g/보관방식:상온/인증:적합성평가인증,안전확인인증/등록년월일:2024년 07월"
매일유업 맘마밀 안심이유식 녹황채소와 소고기 100g (10개) : 다나와 가격비교,https://prod.danawa.com/info/?pcode=21211007&cate=16249098,"제조회사:매일유업/품목:레토르트이유식/포장용기:파우치/최소연령:9개월~/용량:100g/수량(개수):10개/재료:이천쌀,단호박,브로콜리,당근,양파,소고기,감자/보관방식:상온/인증:적합성평가인증,안전확인인증/등록년월일:2016년 02월"
남양유업 맘스쿠킹 소불고기 진밥 100g (10개) : 다나와 가격비교,https://prod.danawa.com/info/?pcode=21218966&cate=16249098,"제조회사:남양유업/품목:레토르트이유식/포장용기:파우치/최소연령:12개월~/용량:100g/수량(개수):10개/표시기준분량:100g/열량:55kcal/탄수화물:10.5g/탄수화물(%):3%/당류:1.5g/단백질:1.8g/단백질(%):3%/지방:0.8g/지방(%):1%/포화지방:0g/포화지방(%):0%/트랜스지방:0g/콜레스테롤:5mg/콜레스테롤(%):2%/나트륨:100mg/나트륨(%):5%/재료:유기농쌀,당근,쇠고기,양파,무/보관방식:상온/인증:적합성평가인증,안전확인인증/등록년월일:2018년 02월"
남양유업 맘스쿠킹 닭백숙 진밥 100g (10개) : 다나와 가격비교,https://prod.danawa.com/info/?pcode=21218939&cate=16249098,"제조회사:남양유업/품목:레토르트이유식/포장용기:파우치/최소연령:12개월~/형태:진밥/용량:100g/수량(개수):10개/원산지:국내산/보관방식:상온/인증:적합성평가인증,안전확인인증/인증정보:HACCP인증/등록년월일:2021년 05월"
아이배냇 순한덮밥소스 새우달걀 50g (1개) : 다나와 가격비교,https://prod.danawa.com/info/?pcode=21225824&cate=16249098,"제조회사:아이배냇/품목:양념/포장용기:파우치/최소연령:12개월~/종류:덮밥소스/無첨가:L-글루탐산나트륨,향/보관방식:상온/인증:적합성평가인증,안전확인인증/인증정보:HACCP인증/등록년월일:2021년 04월"
